text,label,lang,text_trans
සෙස් චැට් කලාම බිජ්ජ ඉදුල් වෙනවද පරයො,1,si,You're a little bit of a pussy when Ses chats.
", දැන් ඔය සුප් කෑල්ල දාපු පායන්නෙන් ඉවරවෙන වචනේ මොකක්ද?",0,si,"Now, what's the word for the end of that soup-drop?"
isis හිත පිත් නැති සක්කිලි බල්ලන්ට සාප වේවා..! URL,1,si,The ISIS is cursed with their stupid dogs!
ඉස්සෙල්ලා ආවෙ බිත්තරෙද කුකුලාද කියලා ගොන් ප්‍ර්ශ්න අහලා ානවැස්සියෙක් වෙන්න එපා..,1,si,Don't be a fool to ask me if you came first with eggs or chicken.
ගෑණියෙක් හවස කෝල් කරල අහනවා අප්පච්චිට තාම තැපැල් ඡන්ද තියනව නේද? මේ පාර (xyz) ට ඡන්දෙ දෙන්න කියන්නලු. මොකාට දෙන්න කිව්වද ඇහුණෙත් නෑ. මං ආ හරි කියල කට් කලා. රෙද්ද!,0,si,"A woman called me this afternoon and asked if Dad still had mail ballots, and asked Xyz to vote this time, but I didn't hear what to vote for."
"""ගහෙන් වැටුනු මිනිහට ගොනා ඇන්න වගේ"" කියන එක මේකෙදි වෙනස් කරන්න වෙනවා ""පැළෙන් වැටුනු ගොනාට අළුකෙහෙල් දුන්නා වගේ"" කියලා..",0,si,"""A man who falls from a cave is like a bull"" should be changed to ""like a bull who falls from a field and gives it a gray head""."
අනේ මකබෑවියන් සුං-ගොනන්ද... අවජාතක P_K_දෙන්නා...!!,1,si,"Please, you fucking P-K-Danner!"
හේකනං හොද දෙයක්..නවත්තලාම දාන්න පුළුවන්නං ගොඩක් හොද දෙයක්,0,si,"It's a good thing, it's a good thing we can stop it."
", නෑ යකො අම්ම මුත්ත කාලෙවත් වෙච්ච දේවල්ද",0,si,"No, what the hell happened in the early days?"
අද දින බල්ලා මාසෙකට පස්සේ නෑවා. පූසා ඉපදුනාට පස්සෙම නෑවා. කොල්ලා වීක්ලි බාත් එක ගත්තා.,0,si,"Today, the dog was washed a month later, the cat was born, and the kid took the Weekly Bath."
තමන් ආදරේ කරපු කෙල්ලට බඩ්ඩ/ වේසි කියනව කියන්නෙ එතන උගේ ෂෝට් එකක් තියෙන්න බැරිද? කොච්චර වැරදි තිබ්බත් කොච්චර වටේ ගියත් තමන් කාලයක් ලවු කරපු කෙල්ලනෙ,0,si,"You can't tell the girl you love that you're a badass, or that you're a badass, or that you're a badass, or that you're a badass, or that you're a badass, or that you're a badass, or that you're a badass, or that you're a badass, or that you're a badass, or that you're a badass, or that you're a badass, or that you're a badass, or that you're a badass, or"
නොදකින් පෙරේතයා. දැනුත් කිව්වා කෝල් කලා කියලා,1,si,You just said you called.
"වහිනවෙලාවටයි පීක් ටයිම් එකටයි නැති ට්‍රැෆික් හැදෙන්නෙ, මොකක් හරි ඇක්සිඩන්ට් එකක් වෙලා ඒ මරිමෝඩ ගොං හැත්ත වාහන පාරෙ තියල වාද කරනව එක්කො insurance එකෙන් එනකන් ඉන්නව ෆොටෝස් අරන් ටයර් තිබුණ තැන් මාක් කරල අයින් කරපිය වාහනේ එහෙම නෑ අපේ උන්දල අම්මප මුට ගහන්නඕනෙ දඩයක් 50000ක විතර",1,si,"Traffic is out in the rain and in the rush hour, and there's an accident, and the mermaid is out on the street and fighting, or the insurance company is taking pictures and marking the tire areas and removing the car."
පෙබරවාරි මාසේ පිස්සු කෙලින මාසයක් නම් වෙන්නේ නෑ Dinuk · 17 Jan 2021 අද දිනයේදී කොවිඩ් -19 වෛරසය ආසාදනය වීමෙන් පුද්ගල මරණ 08 ක් වාර්තා වී ඇති බව සෞඛ්‍ය සේවා අධ්‍යක්ෂක ජනරාල්වරයා නිවේදනය කර සිටියි,0,si,"February will not be a crazy month Dinuk · 17 Jan 2021 Today, the Director General of Health Services has announced that 8 deaths have been reported from COVID-19 infection."
"ලංකාවේ හදවත හමුදා මූලස්තානය අතයට කොමිස් මුදලට සැංගිලා එකට සින්නක්කර විකුණලා දැම්මා. පතිරණ මැට්ටෝ උඹගේ ගෙදර විකුණලා ගෑණි,ලමයි ඉන්නවනම් තැන් තැන් වලට යවලා උඹත් කොහෙ හරි කුලී ගේක හිටියොත් ඒකටද කියන්නේ ආයෝජනය කියලා?අශුචිම කාපන්,උඹලා වගේ කාලකන්නින්ට ඇබෑර්තු තියෙනවා රාජපක්ෂලා ලග!",1,si,"The heart of Sri Lanka's military headquarters has been sold to the commission for money, and the Pratima Matto has sold your house and sent you to places where you can have women and children and you can be in a rented house."
මේ දෙගොල්ලො තෝරගන්න එකත් ටිකක් අමාරු වැඩක්...,0,si,It's a little hard to pick these two.
මෙිි වගේ අය තමයි ලංකාව වැඩක් නෑ රට පලයන් කියලා පොර talk දෙන්නෙ.,0,si,People like this are the ones who talk about leaving Sri Lanka.
හිතේ සිටින කෙනාක කැමැත්ත ප්‍රකාශ කිරිම:-හිත ඇයගේ සහෝදරා ඇවිත් ඔලුවට තඩි බෑම:-මොලේ Backup plan:-full face හෙල්මට් එකක් දා ගැනීම,0,si,"The man's wishes were expressed, her brother came and hit her in the head, her backpack was covered in a full-face helmet."
පිං කැටේ කඩන්න ගියාද තෝ,0,si,You're going to break the pin?
ටහුඩු පයිතගරස්ගෙ අම්ම ඔයාද,0,si,You are the mother of Thaddeus Pythagoras.
"කැමති කෙනෙක් ඉන්නවනම් ඔය දෙකෙන් මොකක් ඇන්දත් කමක් නැහැ. ගෑනුන්ට බඩු කෑල්ල කියලා කියන සමාජය වෙනස් කරනවා මිසක්, හැම ගෑනියෙක්ටම ලෝගුව පොරවන එක නෙමේ කරන්න ඕනේ. මොන ඇඳුම ඇන්දත් බඩුව කියලා සමච්චල් කරනවානම් ගාන අහනවනම් ඒක කාන්තා හිංසනය. උන්ට එරෙහිව නීතිමය පියවර ගන්න ඕනේ.",0,si,"If you want to change the society of women as a piece of furniture, you don't have to make a logo for every woman, and if you ask for a price tag, you have to make a legal action against them."
"රජිව් ගොබ්බයෝ, තොගෙ ලබ්බෙ සමාජ විප්ලවේ කොරන්න ගිහිං කෙළවගෙන අඩි හයක් යටට ගියපු නිසා අන්න තොගෙ ගෑණි විඳවනවා. බොට සමාජෙ ගැන ඔච්චර කැක්කුමක් තිබ්බ නං තනියෙං ඉඳං කරන්න තිබ්බනෙ, මී හරකා. වෙන ජීවිත මේවට පටලවගෙන උංට දුක් දෙන්නෙ. කාලකණ්නි බල්ලා.",1,si,"Rajiv, you're a fool, your wife suffers because your lips went down to the bottom of the social revolution and you fucked up your life, you bastard."
"ඉතින් ලජ්ජා නැද්ද ගං කබරයෝ උව අයිත රෙද්ද අස්සට දාගන්න? තමුසෙලයි තමුසෙලගෙ තාත්තයි බාප්පොච්චලයි ඔක්කොම ප්‍රතිපත්තියක් නය්හි අවස්ථාවාදී කාලලන්නි හොරු! Namal Rajapaksa Media · 21 Jul 2020 ""Mahinda handed over Maithri a fast developing country, Maithri returned Gotabhaya a country with a downturn in economy"" - Former MP URL Show this thread",1,si,"So are you not ashamed to put him in the back of the net? You and your father and grandfather are all a policy, opportunist thieves!"
ඇතුලේ සිද්දවෙන දේ එලියෙන් දකින මිනිස්සු තමාගේ ගැලවුම් කරුවා බාහිර තැනක සිට තමා දෙස බලා ඉන්න බව සිතයි දුක නම් මියන තුරුම තමාගේ අදහස් මිස කිසිඳු එවැන්නෙක් තමා දෙස බලා නොසිට ඇති බවයි උඹ උඹව හොයන්න එපා තව එකෙක් ඇතුලෙන් ඒක උඹගෙ කරුමේ පව් කිවොත් මං හරි!,0,si,"People who see what's going on inside out think their savior is looking at themselves from the outside, and no one but their own thoughts is looking at them until they die."
මගෙ දෙයියනේ මට බෑ.මේ ඊයෙ පෙරේදා දවසක් ලඟ ගෙදරක ඇන්ටි කෙනෙක් අපේ අම්මිට වැඩ පලුවක් ගෙනත් දීලා තිබ්බා. මාත් ජීවිතේ පලවෙනි වතාවට මදුලක් ගලවන් කටේ දාගත්තා. ඒකෙ ඇටේ එක්කම මට ගිලිලා උගුරෙ හිරවුනා යකෝ අපේ අම්මා පිට කොන්ද හැඩෙනකල් තඩිබෑවා ඒක එනකල් අම්මෝ එපා,0,si,"My God, I can't. Aunt brought a work permit to our mother yesterday, and I put a hammer in her mouth for the first time in my life, and it got stuck in my throat with a hammer, and my mother got her hair cut and kicked it out of her mouth."
Shanuka Vithana තමුසෙ ලංකාවට ආවත් හරි ආයි ජාත්‍යන්තරේට ගිහිං නේ අයිසේ ාතර URL,0,si,"Shanuka Vithana, you are in Sri Lanka or you are in the international arena."
හැන්ගි හැන්ගි ගල් ගහන පුරුද්දක් මගෙ නැ හරිද යාලු මන් උබට කැත වැඩක් කවදාවත් කරේ නැ උබට නෙවේ කාටවත්ම මන් එහෙම ඩෙකයි... URL,0,si,"I'm not a hanging hanging rock guy, okay, man? I never did anything bad to you, not to you, not to anyone."
ගැනුන්ට වටේ යනවා වටේට අල්ලනවා බඩුව ගොනා කියලා කිව්වට වටේටම කෙලින පිරිමින්ට එහෙම කියන්නේ නැ නේ ඒ කියන්නේ අහවල් කාර්යයේ වැඩි වගකිමක් තියෙන්නේ ගැනුන්ට ද?,1,si,You're not calling a guy who's fucking around a guy who's fucking around a guy who's fucking around a guy who's fucking around a guy who's not supposed to be responsible for the shit?
2012 දී මගේ ෆොටො එකක් බැලුවා... හෙන කැහැටුයි නේ ඕයි ඒ දවස් වල.. දැන් කියලත් ඉතින් වෙනසක් නෑ,0,si,"I looked at a photo of me in 2012 and it was so damn clear, it was like that, it's like now, and it's not like that."
උබලට කරන්න වැඩක් නැත්තන් මෙන්න මෙකට කමෙන්ට් ටිකක් දාගෙන පලයන්,0,si,"If you don't have anything to do, put some commands on it and go."
බොක ඩාන කොට හුජ්ජ යන්නෙ නඩ්ඩ,1,si,"When the boat leaves, the hood is turned off."
මොකටද මෙයාල කඩේ යන්නෙ මොනවාවත් උනේ නැති ගානට අනේ චීවරෙ.,1,si,"Why are they going to the store like nothing happened, please, Chewie?"
ඔව් ඇත්ත. මම සියල්ල දත් කෙනෙක් නෙමෙයි . හැබැයි මම සියල්ල දන්නෙ නෑ කියල දන්නව. උඹ මට උපදෙස් දෙන විදියට පේන්නෙ උඹ සියලුම ධර්ම කරුණු දන්නා බවයි. අඩුම තරමෙ සෝවාන් වත් වෙලා නැති උඹ හිතනව උඹ සියල්ල දත් කියල . ඇත්තටම උඹ ඉන්නෙ මායාවක පැටලිලා. නොදන්නා දේ ඇති බව වැටහෙන මා තොට වඩා ධර්මධරයි. නාරද NaradaTweets · 25 Feb 2021 අපරැක්ක ඔයා තව සෑහෙන්න ධර්මය ඉගෙන ගන්න තියෙනවා.,0,si,"Yes, I am not a dentist, but I know that I don't know everything. You seem to advise me that you know all the doctrines. At least you don't have a sowan. You think you have all the teeth."
නොදකින් තෝ පරයා...!,1,si,You fucking asshole!
මාසයක් මුසලයා වගේ ඔහේ ඉඳලා අද ඇවිද්දා... වම් කකුල හොඳටම රිදෙනවා බත් කෙන්ද කිට්ටුවෙන්. නහරයක් තෙරපිලාද මන්දා..,0,si,You've been walking like a mole for a month and your left leg hurts badly near the crib.
"""ඇප් සෙල්ලම"" මොන හිඟන ජීවිතදෞත්තො මේ? ඒ මදිවට කියනවා කුලී රථ රියදුරන්ව මංකොල්ල කනවලු. පයිය තමයි මේ ඌබර් පික්මී නැත්තං රටේ ඉන්න ඔක්කෝවම මංකොල්ල කන්නේ බහුතරයක් කුලී රථ රියදුරු හැතිකරේ තමයි!! URL",1,si,"The only way to get a job is to get a job in the office, and the only way to get a job is to get a job in the office."
මේක පියාගෙන් උන වැරද්දක් නෙවෙයි දරුවා.. පහළ වෙලේ උන්න තඩි මී හරකා ගෙන් උන වැරද්දක්. සංසාරේ හැටි...,0,si,"This is not the fault of the father, kid, it's the fault of the fat bull down there."
විල්පත්තුව එලි කරනවා. එක පොලිසියේ එකෙක්ට ඒක පෙනෙන් නෑ.. ජනාධිපතිය බිජ්ජක් නැති අගමැති එක්ක එකතු වෙලා පුකක් අල්ලන් දඟලනවා... මේක හරිම පුදුම රටක් අයිසෙ.. URL,1,si,"The president is sitting with the prime minister, holding a fist, and this is a strange country."
ඡන්දෙ කල් ගියා කියලා නෙවෙයි පකෝ සතුටු වෙන්නේ. දෙදහස් පහලවේ දි පුක දීලා කරගත්ත ලොකුම හොඳ දේ වෙන 19A තවම ආරක්ෂා වෙලා තියන එක ගැන. අපේ බයි යාළුවන්ට හිත රිදෙන්නේ නැති වෙන්න හෙමීට RT කරන්න.,1,si,"I'm not glad the election is delayed, but the best part about the 2,000-yard run is that the other 19A is still protected."
ත්‍රස්තවාදීන් මිලියනකගෙ ජිවිත අවසානයේ,0,si,The end of a million terrorists.
මම මෝඩ කතා කියන්නෙ මෝඩ කමට නෙවෙයි හනේ. අනිත් මෝඩයො මාව මෝඩයෙක් ගානට දානවද බලන්ට! පව් ඉතිම්,1,si,"I don't talk stupid, but the other idiots make me look stupid."
නේම්චේන්ජ්ඩ් ගේ ලබ්බ ඉතා වේදනාවක් ගෙන දෙන්නකි ිගමන  සෙප්‍රනෝ ඔකියෝපියර්ස්  · 9 Dec 2019 එක්කො මැරිලා යන්නෝනෙ නැත්තං මේ ලබ්බ හොඳවෙන්නෝනෙ,0,si,Namechanger's labors are painful. The Septrano O'Copypers are either dead or they're better.
"මොනවද නිව්ස් ෆස්ට් මේ ගොන් හෙඩ්ලයින්, ගෙදර යද්දි තමයි සිද්දිය වෙලා තියෙන්නෙ, අනිත් මිනිස්සුන්ගේ කේදවාචකයක් දෙශපාලන වාසියට මාකට් කරන්න එපා. එච්චරටම බංකොලොත් වෙන්න එපා.",0,si,"What's the news first? This stupid headline, it's on the way home, don't market other people's towels for the sake of the administration."
හැම බඩ්ඩම ෆෝම් කරන මල්ලිලා නිසා සමහර බඩු අදිකව ෆෝම් වෙනවා අර අයියලා මල්ලිලා වගේ හිතලා රෙද්ද උස්සන් ආවම තමා ලෙල්ලම පෑදෙන්නෙ,1,si,"Every man who makes a foam of mud, some of the stuff is foamed up, and when they think they're brothers, they're just gonna get the shit up."
නිකං කාලය කන්න කතා කර කර ඉන්නවා. අප රටට මෛත්‍රීපාල රාලහාමි අංකල් කරන මේ අපරාධයට ප්‍රතිඵල භුක්ති විඳින්නම වෙනවා.,0,si,We are talking about time and our country must suffer the consequences of this crime committed by Uncle Maithripala Rakhima.
අම්ම කෙනෙක් මිනියවත් බාරගන්න බෑ කියන්නෙ කොච්චර යහපත් පුතෙක් වෙන්න ඇතිද හා ? The WITCH · 7 Aug 2020 උනහපුලුවාට ඌගේ පැටියා මැණිකක් ලූ... !!! අම්මෙක් මිනියත් එපා කියන්න නම් කොයිතරම් හොඳ දරුවෙක් වෙන්න ඇතිද මේ ... ??,0,si,"How good a son can be if a mother can't accept a body, and a child who becomes a mother can't accept a body, and a child who is a mother can't accept a body, and a child who is a mother can't accept a body, and a child who is a mother can't accept a body, and a child who is a mother can't accept a body, and a child who is a mother can't accept a body, and a child who is a mother can't accept a body, and a child who is a child can't accept a"
"පිරිමි කඩන ගෑනු රකින සම්ප්‍රදාය අතික්‍රමණයටද, නිසිතැන නොරැකගෙන සමතැනට තරඟ කරන ""වේසිය බඩුව"" යන වචන දෙකට එරහිව සටන්... URL",0,si,"The tradition of male-breaking women's excesses and the struggle against two words, ""weighted-up"" that are unconsciously competing for equality..."
ටහුඩු තද තද චතුරිකා නගා,0,si,The hard-core character is Naga.
නෙද්දකිං... එවුන්ද ලඟ ලොකුව නැතෙයි..?,0,si,They don't have a big one?
"පිස්සු හුයන්නෝ ටික වගේ ""සර් ඔය කෝල් එක ගන්න ම ඕනි එකක්"" කියලා බිත්ති සරසන උන්ව ෆේස්බුක් මිත්‍රත්වයෙන් නෙරපුවා.",1,si,"Like the crazy bastards who said, ""Sir, I want to take that call"", and they were kicked out of Facebook."
නෑ මෙයා මෙයාටම ගොනා කිව්වෙ.ඔයාට එළදෙනත් කියලා කිව්වා.,0,si,"No, he called himself a fool. He told you to have a cow."
මේ ඔයාට පිස්සු හැදිලද...,0,si,Are you crazy?
එතකොට විදෙස් රටින් ඊයේ පෙරේදාමෙහේ ආපු Covidions සනීපෙන් ඉන්නවද?,0,si,"So, are the Covidions who arrived from abroad yesterday safe?"
"මම කීව ද දැන් ඔයාට කෑල්ල වෙන්න කියලා, අනේ මේ ගොන් කතා කියන්න එපා",1,si,"Did I tell you to be a piece of yourself, please stop talking nonsense?"
"මාර ආතල් ""බිඳවැටීම"" හලෝ. හරියටම පැයයි ""බිඳවැටුණේ"".",0,si,It's been an hour since the crash.
මේක මාලිංගගේ ඉත්තෑව විසින් ප්‍රකාස කරන ලද්දක් බවට කරුනාවෙං සලකන්න. කොහෙද මේ ටුවිටරේ ඉඩිට් බටන් එකක් නෑනෙ... රෙද්ද.. මීට මගේ ඉත්තෑව.. ගම්ම · 4 Jun 2019 හයියෙං වැහැපු හින්ද නතර කලේ.. යන්තං වැස්ස නම් කුඩයක් ඉහලගෙන හරි ගහනව... මීට මාලිංග,0,si,Please note that this is a post by Maling's father where there is no Twitter button for the fuck my father stopped by the heavy rain on June 4th 2019 and it's raining and it's raining and it's raining
තවත් මොන වාර්තාද?දේශපාලකයින් මෙම කුණු කන්ද ඉවත් කිරිමට කටයුතු කරා නමි මෙවන් විනාශයක් සිදු වීම වැළකෙනවා.,0,si,"If politicians had taken the initiative to remove this rubbish, such a disaster would have been avoided."
කොච්චර අමාරු වුණත් මැරෙන්න කලින් කොකිස් ටිකක් කෑවා තමයි හැදුවේ ැරෙන්න_කලින්,0,si,"As hard as it was, I ate some cookies before I died."
දේශපාලුවෝ ගේ අර මොකක්ද එක හෝදන නඩය.,0,si,The chief's what's that?
These lyrics though... :') ඒකට දැන් කාලෙ සින්දුවල වචන.... නොදකින්,1,si,These lyrics though... ..it's time to get the lyrics...
"බල්ල නගුට වනනව වෙනුවට ,නගුට බල්ලා වනනවා කියලා ඕකට කියන්නෙ..අපේ නායකයින්ට මේව තේරෙන දවසට පෙලහර ගිහින් ඉවරයි ..",0,si,"Instead of a dog going to the dog, a dog going to the dog, our leaders will be ready to know."
පිටකොටුවෙ මාලු වේසි ඉන්නෙ ඔයාගෙ ගෙදර.,1,si,The fish whores in the country are in your house.
කොහොමද උඹ කට ඇරන් නිදාගෙන ඉද්දි බිජ්ජ හැලුනොත්?,1,si,What if you're sleeping with your mouth shut?
හොද වැඩේ නියමයි නියමයි නියමයි අනිත් අවජතකයන්ටත් වෙඩි වදින්න තිබ්බේ,1,si,"Good job, good job, good job. The other losers should have shot."
"පෑන පෙට්ටියට දැම්මා කියලා උජාරුවෙන් කිව්ව මිනිස්සුනේ මේ පෑන හොරකම් කලේ නෑ කියලා fact check කරන්නේ කිව්වම හිත වාවන්නෑ ""අනේ නිකන් පලයන් බන් යන්න.අපේ බැසිල්තුමා ඔය වගේ පොඩි හොරකම් කරන්නෑ"" කියලා කිව්වනම් කවුරුත් විශ්වාස කරයි.හැබැයි මේ වගේ fact check නම් මලාට විශ්වාස කරන්නෑ.",0,si,"People who say they put the pen in the box don't think about checking the fact that they didn't steal the pen, and they say, ""Please just go."
"කෑල්ල සාපෙළ පාස්වෙලා 7/9 යි මම 5/7 යි මටනම් ගැරෙජ් එකකට තමයි යන්න වෙන්නෙ,එයා සිදාදියේ ඉස්කෝලකට ගිහින් වෙන කොල්ලෙක් එක්ක යාලුවෙයි කියල මට බයයි යාලුවනේ",0,si,"The piece's sold out, 7/9 and I'm 5/7 and I'm gonna go to a garage, and I'm afraid he's gonna go to school and make friends with another guy, guys."
මල්ලි දැක පුක ල්,0,si,I saw my brother.
මරු වැඩේ තමයි ලංකාවට උනේ..,0,si,Good thing happened to Sri Lanka.
අම්මෝ යකෝ ඇගටගොඩවෙන්න එන්නෙ නෑ නෑ කසන්නෙ නෑ මොකුත්ම කියන්න බෑනෙ ඉක්මනටම ඩෝං යනවා දැන්,0,si,"Oh, the fuck is not gonna come up to her, not bite, not say anything."
පට්ට කෑල්ල නේ :P,0,si,That's a great piece.
"මේ අවජාතක, කුඩු චැනල් එක තහනම් කොරන්ට ඕනි...!!!",1,si,"This motherfucking, powdered channel is forbidden to Coron!"
"ගෑණුන්ගෙ තන් දෙක මැද දාරෙ ගැන බණට කියද්දි එදා ඔබ වහන්සේලා විරුද්ධ වුනානම්, අම්මලගෙ ෆොටෝ සූට් ගැන කතාකරන ඔබලා ඉංදියවෙදි ගෑණියෙක් ප්‍රසිද්ධියේ කිස්කරපු ගණය ගැනත් කතා කලා නම්, අනුරාධපුරේ පංසල් වල ගෑණු හුටපට ගැන හෙව්වනම්, මේවට විරුද්ධ නොවී කොහොමද රෙද්දක් ඇදන් ගිහියන්ට වරද පටවන්නෙ. VEN.SIRINANDA THERO. · 30 Jul 2020 නාකි ආච්චිලා තමන්ගෙ පුතාලටත් වඩා බාල කොල්ලන්ව, මුත්තලා තමන්ගෙ දුවලටත් වඩා බාල කෙල්ලන්ව කසාද බඳිනකොට,බඩදරු අම්මලා ඇඳුම් නැතිව ෆොටෝ SHOOTING කරනකොට,පොඩි ළමයි LITTLE STAR වෙන්න අම්මල අප්පොච්චිලා කියන සිංදු කියාගෙන නටනකොට,ඒවට විරුද්ධ උනාම කුහකත්වයැයි අවලාද කල උන්ට සතුටු ඇති දැන්..",1,si,"If you were against the two women's boots in the middle of the door, if you were against the two women's boots in the middle of the door, if you were against the two women's boots in the middle of the door, if you were against the two women's boots in the middle of the door, if you were against the two women's boots in the middle of the door, if you were against the two women's boots in the middle of the door, if you were against the two women's boots in the middle of the door,"
මට අර ළමයට කියන්න හිතයි ඔයාට බඳින්න වෙන්නෙ නැත්තෙ ඔයාගෙ අම්ම හින්ද කියල,0,si,I'm gonna tell that kid you're not getting married because of your mom.
එහෙනම් අර හදන්නෙ මොකක්ද?¿,0,si,So what's that building?
අම්ම දන්නව හොදට පුතාගෙ හැටි. මම හැදුවෙ පොන්නයෙක් නෙමෙයි කියල අම්ම දන්නව,1,si,"Mom knows her son's character, and she knows I'm not a potato."
සුද්දා ගල විදින්න කලිනුයි අපි සදකඩපහණේ කැටයම් දැම්මේ යාළුවා,0,si,"We carved the footsteps just before the white stones, buddy."
අඩේ මගේ වයසේ කෙල්ලෙකුත්,0,si,"Dude, a girl my age."
තෝ බීලාද ඉන්නෙ,0,si,Are you drunk?
මොකද්ද ඕයි කියවන්නේ තවත් උබලා කතාකරන්නවත් දන්නේ නෑ මනුස්සයෙක්ට... ඊට පස්සෙ අපි මොකක් බරි කිව්වම අර බඩුව කෝට් කරලා ඒක මොන ආතල්ද ඕයි මේවා... ඔය සිප්පි කෑල්ලත් අරන් පලයන්,1,si,"What are you saying to a man who doesn't even know how to talk, and then when we say what we want, cut that thing off and how fun it is, and these... and that piece of zipper, and go."
කැරි පොන්න අම්මයර් out එක දුන්නා එක out නෑ හුත්තෝ කැරි indian පොන්නයන්ට අත දෙන කැරියෙක් පොන්නයා,1,si,Carrie gave the ammer out to the Indian pony.
දරුවෙක්ට තමන්ගේ දෙමවුපියන් වෙනුවෙන් කරන්න පුළුවන් ලොකුම ගව්රවය තමන් වෙනුවෙන් පස්ස දොරෙන් රැකියා හොයන්න ඔවුන්ව දේශපාලුවන් සහ ලොක්කන් ගේ පුක පල්ලේ යවන්නේ නැතිව සමාජයේ ලෝකයේ ඉල්ලුමක් ඇති විෂය ක්ෂේත්‍රයක අධ්‍යාපනයක් ලබාගෙන හැකියාවන් සහ නිවැරදි ආකල්ප වර්ධනය කර ගැනීමයි...,0,si,The greatest honor a child can give to his parents is to develop skills and attitudes in a field that society demands and without sending them to the shadows of politicians and bosses.
You’re the bitch මේ ආන්ඩුවට කඩේ ගිය නේද? පට්ට වේසි,1,si,"You're the bitch who went to the government store, right?"
අයිසෙ මම ගියානෙ පැෂන් ඉංජිනියර් කෝස් එකකට... ගිය ගමං ගවුමක් මහන්න දුන්නේ පස්සෙ තමා දන්නෙ එ්ක මැහුං පන්තියක් කියල,0,si,"I went to a passion engineering class, and I let them sew a village, and then I knew it was a sewing class."
ඒක ඇත්‍ත. නමුත් යථාර්තයනම් ඕක වෙන්නෙ නැහැ. විශේෂයෙන් private sector එකෙ Customer service ලේබලයෙන් කරන්නේ තම සෙවකයන් බිල්ලට දි යටිකුට්ටු ආකාරයෙන් ලාබ ලැබිමයි.,0,si,"It's true, but in reality, it's not, especially in the private sector, where the customer service label makes its searchers pay for their bills."
තව එකෙක් පස්සෙන් එන්න වෙයිද දන්නේ නෑ බැහැපු ලබ්බ දූවිලි ගෑවෙන්න නොදී උස්සන් එන්න,1,si,I don't know if anyone else will follow. Get the dust off the back of your head.
අම්ම තාත්ත ආච්චී සියා නාකි හුචක්කු නෙවෙයි ද ලංකාවේ වැඩිහිටි නිවාස වැඩි මේ වගේ හිතන එවුන් නිසා,1,si,"My parents, my grandparents, my grandparents, they're not old people, and there are many old people in Sri Lanka who think like this."
භාරත ප්‍රභාෂණ තෙන්නකෝන් ගේ ‘ඊළඟ කෑල්ල ‘ සැප්තැම්බර් 1 වැනිදා ප්‍රසූත කෙරේ… – Lanka Lead News URL,0,si,The next episode of Bharat Pratchand Tanakon is due out on September 1st...
සුබ රැයක් වේවා මගෙ පණ යාලුවො හැමූටම (y) ;) ිස්සා,0,si,Good night to all my friends.
බුදුදුහමට නිග්‍රහ කරන බල්ලා ඇන ගනි බුදුදුහමට නිග්‍රහ කරන බල්ලා ඇනගනි... මුගෙන් ඉගන ගත්තු උන්ට දෙවිපිහිටයි ..... URL,1,si,"The dog who despises the Buddha, the dog who despises the Buddha, and the dog who learns from him, the gods will bless him."
සයර්. නංගිටයි මස්සිනාටයි කෝල් එකල් දීලා අහන්නකෝ,0,si,"Sir, give me a call from your sister and brother-in-law."
ටුවිටර් හොලික් උනාට පස්සේ අරකිගේ හෙන ඝනකම නේද යාලෝ.. ටැග් ටැග්,0,si,"She's so fat after Twitter got hooked, man."
යාපනය පැත්ත ඉංදියාවට දෙන්නම් කියලා ණය ගනිද දන් නැ. එහෙව් බඩු,0,si,I don't know if we'll lend the shipment to India.
්මා මට මේ ලෝකේ නැතුවම බැරි කෙනෙක් ඉන්නවානම් ඒ අම්මා.....ජීවිතේ හැමදේම කියන්න පුලුවන් හොදම යාලුවාත් අම්මා.. අම්ම නැතුව දවසක් ගෙවාගාන්න එකත් පිස්සු හැදෙන වැඩක් මටනම....එක දවසකින් අම්මා ගැන නිර්වචනයක් දෙන්න බෑ... ආදරෙයි හැමදාමත් පන වගේ... ප්‍රථම හුස්ම ප්‍රථම බැල්ම,0,si,"If I had someone on this earth I could not live without, that mother, my best friend, my mother, the best friend in life, the crazy thing about spending a day without her, the definition of mother in one day, love forever, the first breath at first sight, the first look of life, the first breath at the first look, the first breath at the first look, the first breath at the first breath, the first breath at the first breath, the first breath at the first breath, the first breath at the first breath, the first breath at the first breath, the first breath at the first"
"දැන් ඉන්න ගොබ්බ මාධ්‍ය වල හැටි.! ජංගම දුරකථන වලට අකුණු නොවදින බවත්, ගස හරහා අකුණ වැදුණු බවත් නොදන්නා ගොන්නූ.",1,si,"The stupid media, the unknown cell phone, the unknown tree that was struck by lightning."
"""මගේ කොල්ලන්ට අත උස්සන්න එපා එහෙම උනොත් ලොකු ප්‍රශ්ණයක් වේවි!"" - Mr.කාලි අනේ හුකේ නන්නානේ! මෙහෙව් උන්ගේ රෙද්ද පල්ලට යනෝනේ අපේ වාහෙලත් බෙහෙත් ගන්න කියලා! නොදෝකින්! නොදෝමකින්! මේ වගේ ගෝත ජනතාවක් එක්ක කෝමද බන් රටක් හදන්නේ! අප්පිරියයි",1,si,"""Don't touch my boys, or they'll be in trouble!"" - Mr. Callie, fuck them!"
