text,label,lang
@user @user @user there's always twat certainly massive one @user,1,en
@user finally learning you? i've rangers games got dinners. 'mongy' kid @url,1,en
hurts go back country speak language people ask live abroad accent,1,en
@user get cord mongoloid,1,en
@user *insert ching chong ping pong meme ( hahaha funni funni' surname pronounced li @url,1,en
guess obama back home country armed #globalwarming rhetoric beat poor country shithole. @url,1,en
listen excuses. msm worship orange turd matter nasty is. grab pussy shithole cou @url,1,en
stop retweeting telling people stupid guys name made retarded statement twitch con. idk @url,1,en
@user @user @user dress halloween (retard anger issues) ugly cunt,1,en
twitter shithole country @url,1,en
@user &gt;tfw spic @url,1,en
@user though ur ching chong brother ,1,en
wanna call nigger whole chest block meike bitch @url,1,en
@user stop talking retard....he fade obscurity,1,en
@user @user let's revisit shall we...she brought liberals brought feminazi's @url,1,en
bet there's feminazi silil's comment talking wow bafana would day,1,en
retarded bastard actually using bomb threats sent people oppose suggest conspiracy @url,1,en
@user ion faggot likin yo tweet maybe suck yo dick,1,en
fuck dumbass bitch stupid ass idiot fucking crap load bullshit useless ass cunt headass asshole its-impossib @url,1,en
@user looks like got retarded horse family guy @url,0,en
also apparently apu simpsons morejust goes show retarded day age,1,en
@user @user answer definitively: know retard?,1,en
@user never forget u ching chong,1,en
pretty sure r iphone xr stands retarded,1,en
@user fucking nigger try kill bet dont cause youre p u hahaha white nigger com @url,1,en
fuck zombie apocalypse never gonna happen! ni'm worried 'thick cunt' apocalypse already upon us!,1,en
know i'm way retarded ,1,en
bigot old english (&amp;german) means god. god im bigot.i aint afraid filthy faggot queers.i love @url,1,en
@user look feminazi. dont believe listening single word pathetic hop @url,1,en
really unsociable twat nowadays ,1,en
@user con play ching chong cha determine surname child gets. wa @url,1,en
spic sent message friends curious cat? _ sure gon beat ass? frien @url,1,en
know i'm cooked start acting retarded ,1,en
supposed 5 minutes dumb cunt,1,en
@user @user realize hate comes #shithole gives idiots fuel. yo @url,1,en
@user go make happen!! think one retarded...,1,en
@user mn officers sign clock book clocks advanced retarded...!! ,1,en
@user @user claimed leftist? asked vox would retract @url,0,en
dis dyke finna get feminized backword,1,en
young negro stay focused.,1,en
@user @user @user criticise australia shithole. like @url,0,en
woman adult human female terfs' version okay white.,1,en
big boy carl blocked saidnterf derogatory term faggot is. neither used/nh @url,1,en
maybe called spic today  @url,0,en
tom zanetti faggot i'll clear dance floor time song comes lad,0,en
@user @user @user @user @user @user @user @user dream faceless troll..what retard u r .,1,en
@user james bountrogiannis faggot,1,en
@user trump hater retard like race first person say dumbest shit trumps daugh @url,1,en
jackie trap allowed timeline ok buddy retardnjackie chan chun li street fighter @url via @user,1,en
@user @user stfu faggot,1,en
know meaning word  respect country turned shithole @url,1,en
@user @user expect anything mongol scum? @url,1,en
feminazi bullsh*t make up. @url,1,en
lyft drivers fucking retarded,1,en
@user @user @user @user people shithole countries com @url,1,en
many mongy condescending tweets ronaldo well. nnclap first get behind team nnthan @url,1,en
@user @user @user joya negro gatoo avisen,1,en
@user @user ching chong ding dong,1,en
people always say black people africa i'm falkland islands fuck off.,1,en
cunt smashed phone hand last night ,1,en
@user fucking faggot!,1,en
@user full twat,1,en
unironically believe weed cures cancer retarded.,1,en
@user order cortado. similar tad stronger sound like twat ,1,en
@user @user i'm grateful country full savages left shithole @url,1,en
open letter lord hain. fair questions tangoed twat. #hypocrisy #snakesbelly @url,1,en
guys comfortable looked retarded everyone? @url,1,en
@user @user @user really want go there? lol...either sheltered ignorant twat @url,1,en
@user could cia knows do... wouldnt first time raghead muslim extremists used @url,1,en
girl go dress like mongol pencil halloween since used #2 nnlouder people back!!!!!,1,en
remember used dyke word phone hg got mad blocked ass ,1,en
pathetic cunt @url,1,en
@user @user @user yes politically motivated terrorist white.... leftist,1,en
i'm faggot,1,en
fuck i'll listen africa toto want,1,en
im going twat bitch,1,en
ratted thing worse faggot,0,en
nice people without judgment. cunt sweet asshole laugh @url,1,en
lefty twat would @url,1,en
@user @user thought par.. twat waffle,1,en
game fucked shit shite shitty twat bastard game,1,en
@user blow complicit twat like world's rancid queef @user nnyour dad's extra- @url,1,en
@user get one person care shithole country please thanks. wanna l @url,0,en
jenna folwell @user kill baby chinaman cant learn tiananmen squarenn&amp; interwebz @url,1,en
oliver's got full camel toe poor fucker,1,en
okay faggot @url,1,en
good news i'm afraid feminazi man hater f @url,1,en
fuck ching chong @url,1,en
ya different cracker daddyncalled cunt pedophile nhe said 18ndie slow ya fuckin toe rags,1,en
disgusting attention seeking twat! @url,1,en
fuck bitch yuh gana regret lying fucking retard,1,en
peanut butter m&amp;ms say faggot,1,en
streaming fortnite retard come chill (6/10 subs) hit subbbbbbbn@url appreciated n@user,1,en
@user icicle twat,0,en
@user stat sheet fucking mongoloid.,1,en
many many immigrants want #kag.,1,en
shit realized earlier: phrase okay white fisher-price version 14 words,1,en
les migrants sont une richesse pour leurope! typhus abdominal,1,en
thats point nigger @url,1,en
nyaa said shhh side nigga calling n told gts retarded,1,en
dear mongy stoke fans' ya stop fighting whatever outside ground coach leave..  #scfc #stokecity,0,en
@user guy says slaves immigrants,1,en
@user dads twat look like him. break homes well prick. ,1,en
ugly depressed lonely faggot ,1,en
ain't gone say ain't dumb bitch bitches xtra retarded i'm talking bout short bus helm @url,1,en
@user ohhh think something along lines go back country stupid stuff like,1,en
boycott show goes full retard pc  fans debate future apu amid fresh speculation could w @url,1,en
@user cohen said ching chong first thing came mind,1,en
@user u pvm gp instead gambling arena like retard something #pvm,1,en
@user worded fine weird cunt,1,en
@user use retard ,1,en
faggot scene grand budapest hotel probably hardest i've laughed movie,1,en
@user @user @user say limited edition limited fortnitemares mongoloid lmao.,1,en
everything spic nature listening alternative rock,0,en
nothing makes laugh harder niggas call black people nigger blacks,1,en
@user pussy soy boys emasculated feminazi mommy!,1,en
governor brown vetoed senator ricardo lara's bill sb 174 would allowed illegal aliens serve @url,0,en
cutting aid shithole countries might smarten up!,0,en
@user @user @user @user @user call chinaman there. see long last,1,en
@user @user comment baseless retarded.nndid conveniently forget david headley @url,1,en
catch hands overwatch meetup retard @url,0,en
boyfriend looks like dyke,1,en
sign true calling cutting grass spic lmao  @url,1,en
defining countries shithole encouraging reporters slapped around groping women celebri @url,1,en
@user @user @user @user @user youre simply put angry feminazi.,1,en
@user waiting trophy hunting twat come along shoot him.,1,en
right cunt got charged postin video sayin gas jews 23 times really tryin ae pipe h @url,1,en
faggot ass dodgers,1,en
@user @user @user @user @user @user ca turning total shithole @url,1,en
takes guts stand rights appear retarded.,1,en
god doesnt make people retarded chuck norris does.,1,en
p.s. jethro trudeau always useless twat! @url,1,en
foto gaya ngewe negro homosexvidoes,1,en
@user make offers 24/7 deny 24/7 faggot,1,en
@user @user @user @user @user,0,en
@user .... roofe pen either?nnfuck cunt.nnwe enough win game. fact we're takin @url,1,en
fun fact got called chink ching chongd 11th grade barely look asian white town,1,en
faggot sjdjdn @url,1,en
@user @user @user mongoloid dem plant. case inpoint brilliant give migrants deal tweet.,1,en
socially retarded! @url,1,en
@user @user stupid twat needs give back freedoms others fought for. stupid pos. h @url,1,en
retard triggered fire alarm 2 morning....,1,en
house passes resolution blasting cities allow illegal aliens vote certain elections @url via @user,1,en
fucking retard. nnorban lukashenko putin proved nationalism without bullets.nnyou're insane. @url,1,en
baby called spic @url,1,en
gonna take time create thread got go ahead wifey annihilate cunt &amp; tag e @url,1,en
imagine fibbonaci sequence relation golden ratio fucking retardnn(this post @url,1,en
rakhi sawant dumb mentally retarded &amp; needs put away mental asylum. needs shut-up &amp; know @url,1,en
ha looks like ching chong china man,1,en
get drunk feel retarded :/,1,en
@user @user paul even made video retard.,1,en
fuck u tell ur parents ur faggot,1,en
@user twat scott mills dig something water said he's never heard radio 1 normal @url,1,en
egg also meet specific measurement device good luck retard,1,en
@user thanks cunt ,1,en
bro ! tweeted caught. border line retard conned fedsnn@url,0,en
best expression dyke experience trying shove tampon applicatior trash without di @url,1,en
@user @user damn ching chong. memes pretty bad. maybe perkz comes back get better,1,en
@user yeah mongy farmers,1,en
@user made angry. cunt.,1,en
person thought female options pnd sounded retarded ? ,1,en
*deep slave nigger sigh*,1,en
sneak peak....ni went full retard.... @url,1,en
i've ridden many countries even shithole ones.nnonly accidents saw drunken fuckwits.nnwhat's opinio @url,1,en
@user what's worse? orange' mongy celebration ,1,en
yeah ok nigger @url,1,en
@user camerroonians celebrities  people surely want shout oh wanna look retarded,1,en
hey american followers country shithole political sense go vote i'm high pain killers,1,en
fuck orange twat @url,0,en
sorta cunt must owe someone money blatantly avoid giving patching texts etc going nigh @url,1,en
@user @user @user bad morally pay retard jumped @url,1,en
@user obama ever call european countries shithole countries give childish nicknames opponent @url,1,en
@user @user @user grant asked come short notice retard picked @url,1,en
@user follow back spic,1,en
@user acceptable even lion awake. takes special kind cunt trophy hunter,1,en
@user @user agree. need crack illegal immigration unfettered immigration refugees f @url,1,en
nigga nigger? neither!,1,en
@user @user i've using mongoloid lot lately. imbecilic really punch i' @url,1,en
got chinaman's chance.,0,en
tory twat @url,1,en
@user hey jim ever lose job could always go back country(cuba) take job mini @url,1,en
@user mt mongol,1,en
white folks fights public last dangerously long. like 10 minutes. nigger like see fights break ou @url,1,en
@user violent variety faggot,1,en
people like - mouthy straight white cis male leftist loudmouths - especially high target list @url,1,en
@user @user @user specific socks sandals probably worth whole wardrobe mongol,1,en
@user well wasp settled country everyone go back country origin...if @url,1,en
@user shut fuck fucking homestuck faggot .,1,en
@user never go full retard moron. guy hated trump.,1,en
@user faggot.,1,en
@user farsiwanis go back country iran,1,en
also retard think otherwise @url,1,en
notice fucking looks pearce's foot sizes step. whatta cunt. get fuckhead outta mlb. @url,1,en
globalistsndrug dealers criminals rapistsnthese animalsnshithole countriesnamerica firstnvery fine @url,1,en
guy needs control alt delete self fuckin dirtyyy arrogant uneducated cunt wow @url,1,en
faggot lady never fuck,1,en
@user @user ex6 suck dick can't even good side fucking big retard wonder ldlc suddenly b @url,1,en
timer starts faggot ,1,en
article infuriating yet insightful one many ways undocumented immigrants vul @url,1,en
@user that's saying u retard,1,en
cunt deserved @url,1,en
...and mongoloid copy red alert 2 decided fail mission 3 apparent reason apparently bec @url,1,en
@user going lie fascist american left right getting retarded me.,1,en
@user retard and/or us federal asset also lolicon decided shoot synagogue. gab site @url,1,en
@user @user @user @user @user @user gang bangers/leftist domestic terror @url,1,en
@user liberal thinks country bad trump take look shithole countries @url,1,en
@user @user @user dont come australian servers ching chong,1,en
upsetting many leftist jews msm trying blame trump actions every single deran @url,1,en
i'm twat,1,en
@user scottish dialect hahahahahaha spelling like spastic dialect mongy,1,en
@user @user @user sounds like he's perfect rube leftists,1,en
meanwhile leftist globalist monsters trying blame hate crime trump too. know everyth @url,0,en
shutup spic @url,1,en
@user @user @user @user @user actions speak louder mexican rapists shithole countries @url,1,en
anyways intellectual creative nigger jumped joon today goodnight,1,en
@user @user nice projection faggot,0,en
wassup yall im back shithole country im happy,1,en
@user @user illegal aliens?,1,en
fuck mormons polygamist con artist worshipper retard asses unironically muslim tier,1,en
@user @user stop tweeting go back country. tourist kenya controlling economy.,1,en
@user calling shithole countries immigrants coming countrie @url,1,en
@user depressed opie getting shane mcmahon free podcast? mary jean close second though mongoloid,1,en
reminder bigoted sectarian cunt ian durrant dived.,1,en
twisted tuna aye  fucking faggot,1,en
@user @user @user @user sorry question retarded answer.,1,en
@user blocked hes absolute mongoloid,1,en
got retard strength  @url,1,en
bombings shootings president mental capacity flea... united states clearly real shithole country.,1,en
@user answer phone faggot fuck,1,en
@user @user @user push back leftist professors like #billayers writing @url,1,en
listened shit lil spic  singing lyrics know @url,1,en
@user matt stop labelling people far right. biased left liberal snowflakes twat shouting dismissi @url,1,en
one trying bust valenzuela mexico. hmm... could shithole countries?,1,en
nigga ga really tell thought dyke twitter profile...,1,en
@user @user @user personally im sick billions thrown st refugees. secure borde @url,1,en
can't ever open grindr ugly creepy faggot manager wears full-on bdsm dominatrix gear pr @url,1,en
man's cunt! sorry use word he's dead set cunt! @url,1,en
@user i've friends girls borderline retarded lookingnit's person's personality wins,1,en
@user @user pay drugs subsidize cheap supply 3rd world shithole countrie @url,1,en
aye offense faggots gotta call faggot,1,en
@user feel like fat cunt,1,en
waking giants l great way start work week!!!  #eli #raghead,1,en
@user no. accepting integration illegal aliens communities.,1,en
blah blah blah call retard different different viewpoints. that's easy way cen @url,1,en
master get knees tributenmaster khaled needs cock worshiped #slave #cuck #faggot @url,1,en
@user @user rat apologized calling normani nigger ??????,0,en
@user also getting medical advice twitter even retarded getting webmd,1,en
cant stand mean-spirited nigger,1,en
@user sion titanic hydra steraks demolition mastery retarded broken virtually unb @url,1,en
l'aquarius cherche un port pour accoster avec 11 migrants libyens @url via @user,0,en
@user @user @user @user many ucl kante barca??nnu plastic mongy,1,en
@user kpop niggas: ching chong,1,en
guy actually said love koreans yeah im racist dont like ching chong music. @url,1,en
full-blown retard corner.. @url,1,en
going let trump turn america violent shithole country?,1,en
ur opinion relevant u say ching chong,1,en
i'm fucking retarded,1,en
shut fuck up. worry country 11 people murdered dumb twat @url,1,en
@user epic tweet1,0,en
@user bring nigger.,1,en
trying help people i'm literally dumbass cunt can't help shit,1,en
@user ching chong sheng shiong,1,en
call spic shit least u calling,1,en
gronk tide pod commercial retarded ,1,en
anyone watches movie mid90s faggot cap movie whack af lol,1,en
yu white nigger,1,en
ive seen people openly racistly mocked bts called ching chong music wanna preach bullying b @url,1,en
@user sorry hear experience deepika :( try best keep aircraft spic span b @url,1,en
@user @user yes shut ching chong chinaman,1,en
@user yet hungry children homeless vets illegal aliens.,1,en
@user @user used immigrants prop fulfill view world. bingo.,1,en
ching chong friends would @user @url,1,en
wildebeest migration mara crossing safari #travel #africa #ttot @url,0,en
since must ohio shithole state. wants whole country follow! @url,1,en
@user lee hsien loong's career criminal chinaman 'regular talker' interrogated.n audibl @url,1,en
would/should new chinese immigrants care chinatown strathcona?,1,en
@user retard,1,en
fucking retarded think ok flirt guys girlfriends mat @url,1,en
@user 2-9? 1v3ed dumbass seaside retard.,1,en
express robust mongoloid.,0,en
@user might ask wife play clip tonight. might mongy sports stars call giving 110%,1,en
okay white chocolate chip,1,en
@user @user retard special ed class floyd @url,1,en
update: #bucks 6-0 manny machado still twat.,1,en
@user sike ain't retarded @url,1,en
hate every cunt planet swear,1,en
@user omg babe thank ,0,en
white guy really called spic,1,en
@user @user tfw try emotionally blackmail nation retarded inspire som @url,1,en
@user @user part hates meme i'm lazy stop retarded,1,en
picture someone calls another person mongoloid @url,1,en
get car quick love. want make twat minute. @url,1,en
manny spic machado,1,en
murderer president?!?!? nnhas president murdered anyone?nnyou're mentally retarded need eva @url,1,en
/pol/ currently busy building suspicious devices @url,1,en
think possible @user even shameful @user war mongol @user @url,0,en
matt trap faggot #ps4sharenn@url @url,1,en
total support increasing number refugees bring nz. wrap around support require @url,0,en
@user tbh long u look mf retarded idc personal lives ppl want ya @url,1,en
@user watergate guys punched faggot managers turned away causing problems,1,en
fck whatever retard put thinking remotely way anythingnnwhat fckn disgrace @url,1,en
@user country invaders turn dystopian shithole? ,0,en
@user @user looks like mongol turkish sister's widding. son atagaymal erdogan. lol,0,en
@user faggot &lt;3,1,en
@user exactly!! like he's baby small fact situation. clearly dyke i'm still mad lol,1,en
i'm still spittin' like retard. niggas soft rapping leotards. -lil wayne,1,en
disruptive thing bitcoin retarded shit bitcointalk.,1,en
@user @user soup-taker turncoatnnyou get idea...,1,en
nigger lion heart wish god forward ever back ward never man say.,0,en
cunt fucking laugh? cost 370 fucking joke  @url,1,en
nigger fuck,1,en
@user tipping bar stupid spic,1,en
cousin making lunch date me: can't wait see pay every cunt,1,en
@user @user we've heard 11 million illegal aliens decades. guess 30 million es @url,1,en
@user nigga retarded lmfaoooo gon record then? protools iphone?,1,en
@user @user @user @user @user @user @user im feminazi. @url,1,en
*high pitched ching chong* @url,1,en
man fucking retarded needs mental evaluation. i've never seen someone obsessively hateful towards @url,1,en
@user lmaooo cunt,1,en
@user california asking butt feeling faggot?,1,en
buh? faggot boomer music racial boundaries?? epic....,1,en
@user @user mans called places shithole countries,1,en
niggas sipping retard juice .,1,en
..... swaggy retard,1,en
dont disrespect flag nigger.,1,en
bro tiktok created shits retarded ads put ig makes wanna die,1,en
@user boutta hit raghead tire shop zane ,1,en
@user @user mongy humour,1,en
@user needs remind @user one million polish immigrants flooded britain sent 23 bill @url,1,en
@user i'm old school. grew prejudice like this. pollack mick spic wop kik @url,1,en
today asylum six iranian refugees. they're free live lives peace right,1,en
negro said nabiha?!?! even gonna sound smdh...,1,en
verstappen bad start crashes twat ricciardo 1st vettel 2nd @url,1,en
@user @user european currently live europe. indeed shithole guess sl @url,1,en
@user oh sorry explain smth knew say know twat i'll back ,1,en
going fasting tomorrow next day im fat cunt,1,en
border trash coming in!!!. go back come from. @url,1,en
@user stick rag round head shut cunt up. still bad enough we've gotta endure shite song twenty years later,1,en
nigger stage?!,1,en
@user @user @user 1) merkel leftist center right christian. 2) fee @url,0,en
@user @user @user anal retarded mongoloid fuck animal danger @url,1,en
antis: bts look like girls ching chong (plus racist shit),1,en
@user @user going send journalists front line unstable war zone mongoloid,1,en
@user called likes coyle moyes monk laudrup &amp; koeman daft twat. i'm glad club car @url,1,en
@user @user @user yes feel like right wingers would would leftist @url,1,en
mom called aids infested faggot moved on! @url,1,en
@user dave retarded putting scott alexander madsenn 1 run lead put jansen w @url,1,en
type ball playing nigger dont want around yo daughter nah @url,1,en
@user @user native americans caucasian mongoloid. next.,1,en
would look like twat angle this?? @url,1,en
nigger getting broke desperate times indeed!!! @url,1,en
free? why? _ bc government cunt @url,1,en
yes bs . they're leftist socialist democrat domestic terrorist party members hate fact @url,1,en
shithole country @url,1,en
@user @user @user stuff'is happens shitholecountries despots charge.,1,en
@user nae cunt agrees wae,1,en
@user soup taker no.1 fuckin mighty fallen. know fact went seville celtic daft. total twat.,1,en
@user omg ching chong found child :0 #pedohours,1,en
lol said none nigger tailgating year @url,1,en
go home raghead! @url,1,en
willy insipiyah artist dance grave ching chong bing bong  @url,1,en
@user retard? jeez!!,1,en
im racist much despise word nigger hilarious,1,en
many boards could mongols hoard mongol hordes got bored?nn~calvin &amp; hobbes,1,en
@user fuck faggot,1,en
@user watch sit think @user farming like retard everything get denied plays @url,1,en
@user holy shit people retarded. halloween folks blood look like fucking cherry syrup.,1,en
@user dont love muslim immigrants stupid piece shit thats cant walk streets u idiot,1,en
@user yup sound quality retarded. bass great bass much. po @url,1,en
@user fucking raghead cunts,1,en
@user @user @user real women. feminazis. demean men fun ta @url,1,en
@user call illegal aliens voting !,1,en
@user @user @user twat,1,en
liberals:nlet's preserve rain forest  nlet's save whales  ndon't disrespect shithole' countriesnna @url,0,en
@user @user hey bro let us assimilate term mongoloid name-calling disres @url,1,en
#sunday @user can't discuss tragic case #asiabibbi wonder people suspicious #islam @url,1,en
@user @user people shithole countries come here? - trump nnhe @url,1,en
im playing comp game actual buns cunt 9 bangs riot shields gotta fucking go,1,en
@user twat nuts,1,en
@user @user almost mueller time shithole (term used referring 3rd world countries)!!!,1,en
right cuz people fleeing shithole countries made sure pack iphones could check tw @url,1,en
claiming handball james milner mongoloid,1,en
asked mother murukku .. gave retarded one told perfect murukkus diwali ,1,en
2017 right-wing terrorist attacks outpaced leftist islamic terrorist attacks. 2x many ri @url,1,en
spineless twat criticizing countries keep #mirgranthoardes woman raped stre @url,1,en
bigger person also result looking like cunt ,1,en
@user ching chong ching chong?,1,en
@user deadass like need something new. call nigger tell cheatin,1,en
tryna scam money men i'm unsuccessful tonight guess smell dyke goodnight,1,en
@user @user i'm sheffield wednesday fan crap mood u sick twat evil bastard @user,1,en
maybe lardio nigger,1,en
queen latifah  missy elliot  king diana typa stem dyke energy,1,en
people insane. mohammed! lol. nworld's gone nuts shithole countries need nuked! @url,1,en
@user @user oh cool. love dragon ball man! favorite sasuke ching chong shit.,1,en
going look right twat turns witness protection public even greater @url,1,en
@user let retweet fucking mongoloid,1,en
@user i'm trying politically correct possible here. mam fucking retarded,1,en
rules break fucking mongoloid. simply retweeted/like shit allowed website. twitters @url,1,en
get fucking grip mongoloid @url,1,en
ta said wanted chinese food girl kept repating ching chong told racist said @url,1,en
due unorthodox dietary requirements number refugees manus,1,en
africans immigrants. arabs immigrants. asians immigrants. however europeans expat,1,en
@user ethnic estonian nationalist follows constitution retard.,1,en
people please stop using word mongo?? yeah sounds funny short mongoloid real @url,1,en
@user @user retard,1,en
@user yeah lucky watermelon uncultured twat,1,en
@user @user bts: *performs kpop song*nantis: people idolize ching chong group cant even un @url,1,en
@user payne (chalk)bagley lal/pho fair priced jrich looks spic...wesley chucking everything right now. ganna wild slate,1,en
happy birthday mau @user wish best stay ching chong wouldnt know survive last @url,1,en
| |n stop using words n autism retard n insultsn|| n  () / @url,1,en
twat? @url,1,en
thank fuck get vardyaubalacca tearing enjoy sitting bench vardy yr shits mongy fucker ,1,en
headline:nthat twat morgan talks sense change.n@url,1,en
mitch mcconnell affair shithole countries!,1,en
note #hollywood : fuck trump/drumpf makes look retarded. making career decisions based p @url,0,en
@user mean smart enough leave 3rd world shithole came credit cre @url,1,en
i'm proud big brudda lil kevin. nigga came outta jail put pressure. features. whole album go retarded,1,en
@user @user worth shithole countries crying him....,1,en
need move hot country immediately honestly think survive another winter depressing shithole country,1,en
said faggot loud guy shocked got preachy use word (we're @url,1,en
@user i'm retarded thought fucking cabbage,1,en
@user shut negro,1,en
beyonce dyke. @url,1,en
@user yes should. doubt she'll it. another self absorbed feminazi attention whore. @url,1,en
landon romano gayshawnmendes battle title worst faggot,1,en
@user sup negro,1,en
get ice cream rolld slo faggot,1,en
@user @user know english retard. appreciate heads,1,en
say cunt dammit!! nit's see next tuesday ffs.,1,en
leaders behave like stupid kids yet wonder country shithole &amp; blame white people it. @url,1,en
@user tweeted dat already yi mongol,1,en
@user @user @user hurry vote cunt,1,en
@user celzy said cos retard,1,en
@user good thing lives california! need money illegal aliens. least 50% @url,1,en
never use childhoodgo back country nigerian @url,1,en
suck dick till look dumb retarded,1,en
@user @user i'm saying calling shithole countries shitholes shithole bad make @url,1,en
put gun cunt. fucking brave eh tiger? that's get @url,1,en
@user @user first b12 fucking mongoloid nnsecond yes,1,en
finished #makingamurderer 2. bobby dassey guilty. ken kratz cunt. kathleen zellner legend.  delores allen avery.,0,en
debate 40m people. gvt answer bring 20m immigrants. beggars belief @url,1,en
anyone thinks country fascist shithole watch live version cops air weekends,1,en
sigh finally ching chong everywhere tl,1,en
@user bro that's expected sparred mf pace retarded.,1,en
love wdw refugees refreshing reference @user,1,en
baby gonna pop retarded nigga,0,en
cunt. dare send thoughts dead. shove sock husband's mouth. fomented v @url,1,en
@user @user still dont believe @user nigger take outwee need investigate thing,1,en
@user lmao fucking retard trump supporters told joey fuck vid,1,en
rape #120db violent. west democracies trying resist radical islam violent immigrants enforcing ex @url,1,en
shoulda asked recite quentin tarantino dead nigger storage monologue,1,en
@user retard till ,1,en
@user @user @user generally use term retard using words @url,1,en
make new account retard hard plenty ppl know close hundred accounts get banned @url,1,en
13 year old called faggot jdjsskaksja simulation glitching,1,en
wyd afghan faggot im bored _ looool. i'm watching netflix @url,1,en
@user @user tranquilo pe mongol ctmre.,1,en
@user note: requires absolute retard miss clam throw nobody pressuring first.,1,en
@user seasoned politician business mongol atiku abubakar answer problems. let's get nigeria working again.,1,en
@user @user @user @user @user @user i'm 26 retard,0,en
deaf blind retarded... leave alone @url,1,en
cause utter bs lying feminazi ford. @url,0,en
@user shut face slap ass call dirty jew! im stoked!,1,en
@user dont agree petition admire lot supporting faggot @url,1,en
way everyone's sneezing sniffing around need invest one facemasks chinaman always wearing ,1,en
'daniel o'donnell bono.' bono's fucking insufferable robbie twat. would anybody wanna aspire lik @url,1,en
looks intelligent!nfirst time came know someone retard like @user described intelli @url,1,en
@url follow faggot something @user,1,en
@user fucked uk fucked (because i'm twat)' @url,1,en
quote @user ure ah fukin retardah social retard....,1,en
@user @user @user gun violence law issue special kind retard illegal @url,1,en
me: please support official releasenalso me: can't nintendo's cunt ports lik @url,1,en
going pippi longstocking halloween event tonight bc shes ginger wears dyke attire fit criteria,1,en
may words #immigrants motivate allies act.,0,en
amnesty millions illegal aliens,0,en
#taylorgangor get ur teeth fixed dr. faggot,1,en
@user fake empowerment men people,0,en
guys retarded,1,en
@user @user mean come shithole countries?,1,en
@user im racist. mom good negro friend example. thx! #bslunch,1,en
harlem shake excuse go full retard 30 seconds.,1,en
he's refugee middle eastnor shithole countrynhe cross us border caravannhe's n @url,1,en
confidence ugly mongoloid like really what's wrong,1,en
4nwhen poor little kiddos get sicknwe want hospitals span-and-spic.nthis bond gives new chitsnfor tec @url,0,en
@user @user white areas though reminds trump/shithole countries' stuff,1,en
guess support mongoloid then. could avoided @url,1,en
@user bro call spic already know u wanna,1,en
@user @user @user @user true shithole countries wanna know why?? @url,1,en
svenskeren fucking retarded. level 4 xin chasing level 6 viktor tower. btw level 4 becaus @url,1,en
bring disease,1,en
@user throw water fellow caster lil' faggot. professional.,1,en
seems odd good ol @user would go nears radical leftist 1995 given fact ayers @url,0,en
raise hand think puig twat-waffle. ,0,en
@user buncha people shithole countries coming bring economy free healthcare. @url,1,en
lobatan! waec can't reissue another one? country indeed shithole. @url,0,en
killer: jews among leftist forces organizing migrant caravans. trump nationalist enough @url,1,en
go ahead fucking spic try break truck again!!!!,1,en
@user @user what's wrong black u retard,1,en
@user lmao how? ching chong culture?,1,en
@user unreal. tweeted raghead disguise.,1,en
women dj says they're serving dollar retard juice bar: @url,1,en
@user fucking invited twice mongoloid,1,en
@user one chromosome manynmongoloid mongoloidnand determined could seenand wore @url,1,en
spic ass make j balvin concert next week imma upset fuck,1,en
#shithole country: road bumps signage blamed deadly night accident naivasha. say @user @url,1,en
@user jesus thats also awful. nah one read fellaini repping cunt dick. i've love @url,1,en
next yall. gop gonna ching chong ding dong 2024 @url,1,en
@user lmfaoooo bro faggot losers thing minny miracle,1,en
german mayor sets example welcome refugees cj @url,0,en
today asylum six iranian refugees. they're free live lives peace r @url,1,en
@user well fuckin retard guess basic facts would make annoyed,1,en
decency left shithole country richard spencer able stick hand @url,1,en
psst...@user faggot,0,en
lmaooo one kefe says look like cunt i'm gonna lose shit swear hahahahahaha. @url,0,en
wow side girl guy dyke gf &amp;amp; enjoy twitter unforgettable bops ever. happy,1,en
stuck leicester retard train driver got mistaken identity fuck sake wanker,1,en
mate hope wellnntranslation;nncunt idea finish online conversation,1,en
@user @user faggot ,1,en
colossal twat. @url,0,en
@user jimmy alone. paisas including 3 siblings shithole countries crossed @url,1,en
@user suck dick lick ass faggot @url,1,en
@user look macrons eurafrica union mediterranean. wants millions more.,1,en
kill cunt!! @url,1,en
@user mongy,1,en
@user @user maggie twitter tonight one would think lesbian feminazi asexual.,1,en
faggot adxmant,1,en
@user @user lmao deleted tweets spic related &amp; beaner related.,1,en
@user youre posting statistics way back 2013 cant see america getting immigrants @url,1,en
@user another mongy twitter account shaun report racist remarks jus @url,1,en
@user sorry hear experience mr punia :( try best keep aircraft spic span @url,1,en
3rd 1. fucking coaches learn snap shot gun??? fucking retard #pokes,1,en
@user immigrants upper echelon. majority come country looking opportunity. @url,1,en
@user crazy people get offended words though. could give zero shits someone called spic @url,1,en
dont forget im negro /,1,en
say bf continue send dick pics heinous cunt,1,en
republican controlled congress voted every gun control bill put forward insufferable cunt. @url,1,en
@user @user f*** would retard block create ultimate account harass you? retard,1,en
@user gonna go steeres mongoloid,1,en
love pharmacists town even tho one total twat. helped cos pharmacist fawkn c @url,0,en
@user mongol @user vowed continue refer prayagraj old name let's continue @url,0,en
@user thanks win fucking mongoloid learn actually read understand rules stupid fucking scumbag,1,en
@user lord wants us make world better place. can't country becomes shithole.,1,en
